"ID","School","BA","DLS","Ethnic","FS","Gender","LC","comb_name","row_name"
400422,"820-64",2,2,1,1,1,0,75,1946
400424,"820-64",1,1,1,1,0,1,40,1947
400427,"820-64",2,2,1,1,1,1,76,1948
400429,"84-45",1,2,1,0,0,2,47,1949
400430,"84-45",0,2,1,0,1,2,20,1950
400431,"84-45",0,2,1,1,1,2,23,1951
400473,"87-46",1,1,1,0,0,1,37,1952
400476,"87-46",2,1,1,2,1,1,70,1953
400563,"91-50",2,1,1,0,0,1,64,1954
400567,"91-50",2,2,1,1,0,2,77,1955
400595,"89-48",2,2,1,2,1,1,79,1956
400604,"960-77",2,2,1,1,1,2,77,1957
400606,"960-77",2,2,1,2,1,2,80,1958
400609,"960-77",2,1,1,1,1,2,68,1959
400613,"960-77",2,2,1,2,1,2,80,1960
400624,"960-77",1,1,1,1,1,2,41,1961
400627,"960-77",2,2,1,1,1,2,77,1962
400640,"960-77",2,2,1,0,1,1,73,1963
400647,"41-20",1,2,1,2,1,2,53,1964
400823,"998-81",2,2,1,1,1,2,77,1965
400846,"34-17",2,2,1,1,1,2,77,1966
400850,"34-17",2,1,1,2,1,1,70,1967
400852,"34-17",1,0,1,2,1,2,35,1968
400858,"34-17",2,0,1,2,1,1,61,1969
400866,"34-17",1,1,1,0,0,0,36,1970
400872,"505-61",1,2,1,2,0,2,53,1971
400874,"505-61",2,2,1,1,1,2,77,1972
400875,"505-61",1,1,1,2,0,2,44,1973
400877,"505-61",0,2,1,0,1,1,19,1974
400894,"51-26",2,2,1,1,1,2,77,1975
400898,"51-26",1,0,1,0,0,0,27,1976
400911,"51-26",1,1,1,1,0,0,39,1977
400926,"40-19",0,1,1,1,1,1,13,1978
403301,"33-16",2,2,1,1,1,2,77,1979
403609,"36-18",1,1,0,0,1,1,37,1980
403619,"36-18",2,1,0,2,1,2,71,1981
403625,"36-18",1,1,0,2,0,1,43,1982
403626,"36-18",2,2,0,1,1,2,77,1983
403627,"36-18",2,2,0,2,1,2,80,1984
403628,"36-18",0,2,0,0,0,2,20,1985
403629,"36-18",2,2,0,1,1,2,77,1986
403630,"36-18",2,1,0,2,1,2,71,1987
403633,"36-18",1,1,0,1,0,2,41,1988
403639,"36-18",2,2,0,2,1,1,79,1989
403643,"36-18",2,2,1,1,1,1,76,1990
403644,"36-18",2,1,0,2,0,2,71,1991
404503,"45-22",2,0,1,2,0,2,62,1992
404505,"45-22",2,1,1,2,1,2,71,1993
404506,"45-22",2,2,1,2,1,2,80,1994
404712,"47-23",2,2,0,1,1,2,77,1995
405115,"51-25",2,2,0,1,1,2,77,1996
405128,"51-25",2,2,1,1,1,2,77,1997
405147,"51-25",2,2,0,2,1,2,80,1998
405159,"51-25",2,2,0,2,1,2,80,1999
405301,"53-27",0,2,1,1,0,2,23,2000
405621,"56-29",2,2,1,1,1,2,77,2001
406208,"62-33",0,0,1,0,0,0,0,2002
406209,"62-33",1,1,1,0,0,1,37,2003
407615,"76-38",2,2,1,1,1,2,77,2004
408002,"80-41",1,0,1,1,0,2,32,2005
408004,"80-41",1,2,1,2,1,2,53,2006
408221,"82-44",1,2,1,0,1,2,47,2007
408238,"82-44",2,2,1,2,1,2,80,2008
408240,"82-44",1,1,1,1,0,2,41,2009
410103,"10-6",1,2,0,2,1,2,53,2010
410115,"10-6",2,2,0,1,0,2,77,2011
410128,"10-6",0,1,0,0,1,1,10,2012
410202,"10-6",2,2,0,2,1,2,80,2013
410204,"10-6",1,2,0,1,1,2,50,2014
410206,"10-6",0,1,0,2,1,2,17,2015
410316,"10-6",1,2,0,2,1,2,53,2016
410321,"10-6",2,2,0,2,0,2,80,2017
411216,"112-56",2,0,1,1,0,0,57,2018
411221,"112-56",2,2,1,1,0,2,77,2019
411223,"112-56",2,2,1,2,1,1,79,2020
412418,"124-57",0,0,1,0,1,1,1,2021
412420,"124-57",1,0,1,1,1,2,32,2022
412513,"125-58",2,2,1,2,1,2,80,2023
412523,"125-58",2,1,1,0,1,2,65,2024
420111,"20-10",1,1,0,1,1,2,41,2025
420113,"20-10",2,2,0,2,1,2,80,2026
420114,"20-10",1,2,0,1,0,1,49,2027
430108,"30-14",1,2,0,1,1,2,50,2028
430111,"30-14",2,2,0,1,1,2,77,2029
450105,"50-24",2,2,0,2,1,2,80,2030
450106,"50-24",1,1,1,1,1,1,40,2031
450107,"50-24",2,1,1,2,1,1,70,2032
450303,"50-24",2,2,1,1,1,1,76,2033
450403,"50-24",0,1,1,1,1,1,13,2034
450501,"50-24",2,2,1,1,0,1,76,2035
450603,"50-24",2,1,0,1,1,2,68,2036
450609,"50-24",0,0,1,1,1,0,3,2037
450611,"50-24",2,1,0,1,1,0,66,2038
450706,"50-24",2,1,0,1,0,2,68,2039
450707,"50-24",2,2,0,1,1,1,76,2040
450712,"50-24",2,0,1,2,1,2,62,2041
450806,"50-24",0,1,0,2,1,2,17,2042
450818,"50-24",2,2,1,2,1,1,79,2043
460132,"60-32",2,1,0,0,1,1,64,2044
470102,"70-37",1,2,0,1,1,1,49,2045
470103,"70-37",2,2,0,2,0,2,80,2046
470106,"70-37",2,2,0,2,1,2,80,2047
470110,"70-37",1,1,0,0,1,1,37,2048
470115,"70-37",2,2,0,1,1,1,76,2049
470121,"70-37",1,2,0,1,0,2,50,2050
470122,"70-37",1,2,0,2,1,2,53,2051
470124,"70-37",2,1,0,2,1,0,69,2052
480205,"80-42",2,1,0,2,0,2,71,2053
480211,"80-42",1,1,0,2,0,1,43,2054
480213,"80-42",1,1,0,1,1,1,40,2055
480302,"80-42",1,2,0,2,0,2,53,2056
480308,"80-42",1,2,0,2,1,2,53,2057
480327,"80-42",2,2,0,2,1,2,80,2058
490117,"90-49",2,2,0,1,1,2,77,2059
490215,"902-66",1,2,1,0,0,2,47,2060
490219,"90-49",1,2,0,2,0,2,53,2061
490505,"90-49",1,1,0,0,0,1,37,2062
490603,"90-49",2,1,0,0,1,1,64,2063
490607,"90-49",1,1,1,0,0,1,37,2064
490710,"90-49",0,2,0,1,1,1,22,2065
490805,"90-49",2,1,1,1,0,2,68,2066
491013,"910-67",1,1,1,0,1,1,37,2067
491242,"912-68",2,2,1,1,0,2,77,2068
491917,"919-69",2,2,1,0,0,1,73,2069
492008,"920-70",0,1,1,0,1,1,10,2070
492221,"922-71",2,2,1,1,1,2,77,2071
492225,"922-71",1,2,1,1,1,2,50,2072
492314,"923-72",2,2,0,1,1,2,77,2073
493211,"932-75",0,1,1,2,1,0,15,2074
493214,"932-75",2,1,1,1,1,2,68,2075
493219,"932-75",2,1,1,0,1,2,65,2076
499605,"996-79",1,1,0,0,1,2,38,2077
499619,"996-79",1,2,0,1,1,1,49,2078
499620,"996-79",1,1,0,1,0,2,41,2079
499623,"996-79",2,1,0,1,1,2,68,2080
499716,"997-80",1,1,0,1,1,1,40,2081
499814,"998-81",0,1,0,2,1,2,17,2082
499817,"998-81",2,2,0,2,1,2,80,2083
960808,"960-77",1,0,1,1,0,0,30,2084
960809,"960-77",1,1,1,1,0,1,40,2085
